SKU,BRAND,IME PRODUKTA,KATEGORIJA,PODKATEGORIJA,PODPODKATEGORIJA,KRATEK OPIS,DOLGI OPIS,CENA,SLIKE,URL
B071BA00,Petzl,Petzl ASAP LOCK,KOVINSKA OPREMA ,PLEZALNE NAPRAVE,ABSORBERJI IN NAPRAVE ZA ZAUSTAVITEV PADCA,Za vrvi: 10–13 mm | 425 g,"<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>PETZL ASAP LOCK</title>
</head>
<body>

    <h1>PETZL ASAP LOCK</h1>

    <p>Mobilna varovalna naprava PETZL ASAP LOCK.</p>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Material:</strong> aluminij, nerjaveče jeklo, najlon</li>
        <li><strong>Premer vrvi:</strong> 10–13 mm</li>
        <li><strong>Teža:</strong> 425 g</li>
        <li><strong>Certifikacija:</strong> CE EN 353-2, CE EN 12841 tip A</li>
    </ul>

    <h2>Opis</h2>
    <p>
        PETZL ASAP LOCK zagotavlja stalno zaščito uporabnika pri padcih,
        zdrsih in nenadzorovanih spuščanjih. Uporablja se lahko na navpični
        ali poševni vrvi. Naprava se samodejno blokira tudi v primeru
        refleksnega prijema vrvi med padcem.
    </p>

    <p>
        Prosto se pomika gor in dol po varovalni vrvi brez potrebe po
        dodatnem upravljanju. Integrirana funkcija zaklepanja omogoča
        zaustavitev naprave na vrvi in s tem zmanjšanje dolžine morebitnega
        padca. V močnem vetru ta funkcija preprečuje, da bi veter vlekel
        vrv skozi napravo.
    </p>

    <p>
        Napravo je mo
","236,30","https://skyman-cz.s9.cdn-upgates.com/_cache/2/0/20…85fa4c586d8-f9ee5348dba73e812471eb8dd3d05910.jpeg,        https://skyman-cz.s9.cdn-upgates.com/_cache/7/e/7e…585fa4c67d22-5423d841d6ba9a8fd1e421c346c3e181.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/c/f/cf…585fa4c7845b-418e598c921d050436183e0b20a97b26.jpg",https://www.skyman.cz/en/p/petzl-asap-lock-fall-arrester
C071AB00,Petzl,Petzl AVAO  Evropska verzija,PLEZALNA OPREMA,PASOVI,INDUSTRIJSKI PASOVI,Udoben in prilagodljiv Petzlov pas,"<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Delovni pas PETZL AVAO EU 2025</title>
</head>
<body>

    <h1>Delovni pas PETZL AVAO EU 2025</h1>

    <p>
        Delovni pas AVAO je posebej zasnovan za delo na višini.
        Njegova konstrukcija je prilagojena delovnemu pozicioniranju in spuščanju po vrvi.
        Oblikovana pena na poltogo oblikovanem ledvenem pasu in nožnih zankah zagotavlja
        visoko raven udobja med uporabo.
    </p>

    <p>
        Pas je opremljen s kovinskimi stranskimi pritrdilnimi točkami,
        zankami za opremo in režami za nosilne sisteme, kar uporabniku
        omogoča optimalno organizacijo vse potrebne delovne opreme.
        Nastavitve so hitre in enostavne zahvaljujoč samozapornim zaponkam DOUBLEBACK.
    </p>

    <h2>Udobna konstrukcija</h2>
    <ul>
        <li>široko razporejeni ramenski trakovi zmanjšujejo drgnjenje v predelu vratu</li>
        <li>tanki in drsni trakovi omogočajo več svobode gibanja</li>
        <li>vsa kontaktna območja so oblazinjena z oblikovano peno in obložena z zračnim materialom (ramenski trakovi, pas in nožne zanke)</li>
        <li>poltog pas in nožne zanke zagotavljajo optimalno prileganje in oporo pri delu v visečem položaju</li>
        <li>kovinske stranske pritrdilne točke se lahko zložijo, da se prepreči nenamerno zatikovanje</li>
        <li>elastični povezovalni trakovi na nožnih zankah (zamenljivi, na voljo kot dodatna oprema) ohranjajo pravilno nastavitev pasu med hojo ali delom v suspenziji</li>
    </ul>

    <h2>Enostavno prilagajanje</h2>
    <ul>
        <li>samozaporne zaponke DOUBLEBACK omogočajo hitro in udobno nastavitev ramenskih trakov, pasu in nožnih zank</li>
        <li>nedrseči elementi na zaponkah DOUBLEBACK pomagajo ohranjati pravilne nastavitve skozi ves delovni dan</li>
    </ul>

    <h2>Enostaven transport in organizacija opreme</h2>
    <ul>
        <li>kovinski sprednji D-obroč omogoča pritrditev delovnega sedeža PODIUM ali LITEPOD</li>
        <li>sprednja pritrdilna točka vključuje tudi tekstilno uho za povezavo varovalne vrvi z uporabo obroča RING OPEN</li>
        <li>dve stranski pritrdilni točki za priklop pozicijske vrvi</li>
        <li>pet predoblikovanih zank za opremo z zaščitno oblogo</li>
        <li>dve reži za nosilna sistema CARITOOL ali INTERFAST</li>
    </ul>

    <h2>Tehnične specifikacije in pritrdilne točke</h2>
    <ul>
        <li><strong>Sprednja pritrdilna točka:</strong> spuščalne naprave, varovalna vrv v enojnem načinu, delovni sedež na sprednji D-obroč, varovalna vrv na tekstilno uho z obročem RING OPEN</li>
        <li><strong>Stranski pritrdilni točki:</strong> pozicijska vrv v dvojnem načinu</li>
        <li><strong>Prsna pritrdilna točka:</strong> sistem za zaustavitev padca</li>
        <li><strong>Zadnja pritrdilna točka:</strong> sistem za zaustavitev padca</li>
        <li><strong>Zadnja pritrdilna točka za omejitev gibanja:</strong> sistem za zadrževanje</li>
    </ul>

</body>
</html>
","336,70",,
C071AB01,Petzl,Petzl AVAO FAST Evropska verzija,PLEZALNA OPREMA,PASOVI,INDUSTRIJSKI PASOVI,Udoben in prilagodljiv Petzlov pas s hitrimi sponkami,"<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Delovni pas PETZL AVAO EU 2025</title>
</head>
<body>

    <h1>Delovni pas PETZL AVAO EU 2025</h1>

    <p>
        Delovni pas AVAO je posebej zasnovan za delo na višini.
        Njegova konstrukcija je prilagojena delovnemu pozicioniranju in spuščanju po vrvi.
        Oblikovana pena na poltogo oblikovanem ledvenem pasu in nožnih zankah zagotavlja
        visoko raven udobja med uporabo.
    </p>

    <p>
        Pas je opremljen s kovinskimi stranskimi pritrdilnimi točkami,
        zankami za opremo in režami za nosilne sisteme, kar uporabniku
        omogoča optimalno organizacijo vse potrebne delovne opreme.
        Nastavitve so hitre in enostavne zahvaljujoč samozapornim zaponkam DOUBLEBACK.
    </p>

    <h2>Udobna konstrukcija</h2>
    <ul>
        <li>široko razporejeni ramenski trakovi zmanjšujejo drgnjenje v predelu vratu</li>
        <li>tanki in drsni trakovi omogočajo več svobode gibanja</li>
        <li>vsa kontaktna območja so oblazinjena z oblikovano peno in obložena z zračnim materialom (ramenski trakovi, pas in nožne zanke)</li>
        <li>poltog pas in nožne zanke zagotavljajo optimalno prileganje in oporo pri delu v visečem položaju</li>
        <li>kovinske stranske pritrdilne točke se lahko zložijo, da se prepreči nenamerno zatikovanje</li>
        <li>elastični povezovalni trakovi na nožnih zankah (zamenljivi, na voljo kot dodatna oprema) ohranjajo pravilno nastavitev pasu med hojo ali delom v suspenziji</li>
    </ul>

    <h2>Enostavno prilagajanje</h2>
    <ul>
        <li>samozaporne zaponke DOUBLEBACK omogočajo hitro in udobno nastavitev ramenskih trakov, pasu in nožnih zank</li>
        <li>nedrseči elementi na zaponkah DOUBLEBACK pomagajo ohranjati pravilne nastavitve skozi ves delovni dan</li>
    </ul>

    <h2>Enostaven transport in organizacija opreme</h2>
    <ul>
        <li>kovinski sprednji D-obroč omogoča pritrditev delovnega sedeža PODIUM ali LITEPOD</li>
        <li>sprednja pritrdilna točka vključuje tudi tekstilno uho za povezavo varovalne vrvi z uporabo obroča RING OPEN</li>
        <li>dve stranski pritrdilni točki za priklop pozicijske vrvi</li>
        <li>pet predoblikovanih zank za opremo z zaščitno oblogo</li>
        <li>dve reži za nosilna sistema CARITOOL ali INTERFAST</li>
    </ul>

    <h2>Tehnične specifikacije in pritrdilne točke</h2>
    <ul>
        <li><strong>Sprednja pritrdilna točka:</strong> spuščalne naprave, varovalna vrv v enojnem načinu, delovni sedež na sprednji D-obroč, varovalna vrv na tekstilno uho z obročem RING OPEN</li>
        <li><strong>Stranski pritrdilni točki:</strong> pozicijska vrv v dvojnem načinu</li>
        <li><strong>Prsna pritrdilna točka:</strong> sistem za zaustavitev padca</li>
        <li><strong>Zadnja pritrdilna točka:</strong> sistem za zaustavitev padca</li>
        <li><strong>Zadnja pritrdilna točka za omejitev gibanja:</strong> sistem za zadrževanje</li>
    </ul>

</body>
</html>
","354,40",,
C071AB02,Petzl,Petzl AVAO FAST  Evropska verzija -ČRN,PLEZALNA OPREMA,PASOVI,INDUSTRIJSKI PASOVI,Udoben in prilagodljiv Petzlov pas s hitrimi sponkami - črn,"<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Delovni pas PETZL AVAO EU 2025</title>
</head>
<body>

    <h1>Delovni pas PETZL AVAO EU 2025</h1>

    <p>
        Delovni pas AVAO je posebej zasnovan za delo na višini.
        Njegova konstrukcija je prilagojena delovnemu pozicioniranju in spuščanju po vrvi.
        Oblikovana pena na poltogo oblikovanem ledvenem pasu in nožnih zankah zagotavlja
        visoko raven udobja med uporabo.
    </p>

    <p>
        Pas je opremljen s kovinskimi stranskimi pritrdilnimi točkami,
        zankami za opremo in režami za nosilne sisteme, kar uporabniku
        omogoča optimalno organizacijo vse potrebne delovne opreme.
        Nastavitve so hitre in enostavne zahvaljujoč samozapornim zaponkam DOUBLEBACK.
    </p>

    <h2>Udobna konstrukcija</h2>
    <ul>
        <li>široko razporejeni ramenski trakovi zmanjšujejo drgnjenje v predelu vratu</li>
        <li>tanki in drsni trakovi omogočajo več svobode gibanja</li>
        <li>vsa kontaktna območja so oblazinjena z oblikovano peno in obložena z zračnim materialom (ramenski trakovi, pas in nožne zanke)</li>
        <li>poltog pas in nožne zanke zagotavljajo optimalno prileganje in oporo pri delu v visečem položaju</li>
        <li>kovinske stranske pritrdilne točke se lahko zložijo, da se prepreči nenamerno zatikovanje</li>
        <li>elastični povezovalni trakovi na nožnih zankah (zamenljivi, na voljo kot dodatna oprema) ohranjajo pravilno nastavitev pasu med hojo ali delom v suspenziji</li>
    </ul>

    <h2>Enostavno prilagajanje</h2>
    <ul>
        <li>samozaporne zaponke DOUBLEBACK omogočajo hitro in udobno nastavitev ramenskih trakov, pasu in nožnih zank</li>
        <li>nedrseči elementi na zaponkah DOUBLEBACK pomagajo ohranjati pravilne nastavitve skozi ves delovni dan</li>
    </ul>

    <h2>Enostaven transport in organizacija opreme</h2>
    <ul>
        <li>kovinski sprednji D-obroč omogoča pritrditev delovnega sedeža PODIUM ali LITEPOD</li>
        <li>sprednja pritrdilna točka vključuje tudi tekstilno uho za povezavo varovalne vrvi z uporabo obroča RING OPEN</li>
        <li>dve stranski pritrdilni točki za priklop pozicijske vrvi</li>
        <li>pet predoblikovanih zank za opremo z zaščitno oblogo</li>
        <li>dve reži za nosilna sistema CARITOOL ali INTERFAST</li>
    </ul>

    <h2>Tehnične specifikacije in pritrdilne točke</h2>
    <ul>
        <li><strong>Sprednja pritrdilna točka:</strong> spuščalne naprave, varovalna vrv v enojnem načinu, delovni sedež na sprednji D-obroč, varovalna vrv na tekstilno uho z obročem RING OPEN</li>
        <li><strong>Stranski pritrdilni točki:</strong> pozicijska vrv v dvojnem načinu</li>
        <li><strong>Prsna pritrdilna točka:</strong> sistem za zaustavitev padca</li>
        <li><strong>Zadnja pritrdilna točka:</strong> sistem za zaustavitev padca</li>
        <li><strong>Zadnja pritrdilna točka za omejitev gibanja:</strong> sistem za zadrževanje</li>
    </ul>

</body>
</html>
","372,10",,
C47A,Petzl,Petzl Footape,,,,"Nastavljiva zanka za noge, ki se uporablja v povezavi z Ascension ali Basic.",,,,
C25,Petzl,Pomoč za zanko lestve 4 stopnice,,,,Štiristopenjski etrier za pomoč pri plezanju. Kompaktna alternativa etrierju s polnimi šestimi točkami.,,,,
G037BA00,Petzl,Petzl Coeur Pulse 12 mm odstranljivo sidrišče,,,,Visokokakovosten odstranljiv sidrni čep iz nerjavečega jekla.,,,,
C087AA00,Petzl,Petzl Coeur Pulse 12 mm odstranljivo sidrišče,,,,,,,,
P36BS12,Petzl,Petzl Coeur Bolt sidrišče iz nerjavečega jekla 12 mm,,,,"Visokokakovostno sidro iz nerjavečega jekla, sestavljeno iz",,,,
R005AA00,Petzl,Petzl Roller Coaster zaščitnik vrvi,,,,"Roller Coaster je reverzibilna zaščita za vrv, ki ščiti pred obrabo premikajoče se vrvi",,,,
S071AB00,Petzl,Petzl Podium,,,,"Kompaktna sedežna deska, zasnovana za dolgotrajno delo v visečem položaju.",,,,
C081CB00,Petzl,Petzl TOP CROLL L,,,,"Prsni pas za pas za sedenje, z integrirano trebušno sponko za vrv CROLL L",,,,
R074AA05,Petzl,Petzl Axis vrv 11 mm 50M,,,,Nizko raztegljiva jedrna vrv z dobrim rokovanjem za delo na višini.,,,,
ZIP-PETZLH-10,Petzl,ZIPLine 10 Petzl - Heavy Duty,,,,Komplet ZipLine z 10 jeklenimi karabini Petzl Oxan,,,,
S042BA01,Petzl,Petzl transportni nahrbtnik,,,,TRANSPORT je udoben in vzdržljiv nahrbtnik.,,,,
S042CA01,Petzl,Petzl transportni nahrbtnik,,,,TRANSPORT je udoben in vzdržljiv nahrbtnik.,,,,
M59G,Petzl,Petzl ANGE L,,,,Lahek karabin z zapornico MonoFil,,,,
M061AB01,Petzl,Petzl SPIRIT 6-Pack,,,,Paket 6 upognjenih vponk SPIRIT,,,,
S047BA02,Petzl,"TORBA ZA ORODJE 1,5, 3, 6 L",,,,"Torba za orodje 1,5, 3 ali 6 litrov",,,,
S047BA00,Petzl,"TORBA ZA ORODJE 1,5, 3, 6 L",,,,"Torba za orodje 1,5, 3 ali 6 litrov",,,,
S047BA01,Petzl,"TORBA ZA ORODJE 1,5, 3, 6 L",,,,"Torba za orodje 1,5, 3 ali 6 litrov",,,,
S001BA02,Petzl,Vedro 45 litrov,,,,Novo vedro 45 litrov,,,,
S001AA02,Petzl,Vedro 45 litrov,,,,Novo vedro 45 litrov,,,,
S001CA02,Petzl,Vedro 45 litrov,,,,Novo vedro 45 litrov,,,,
S001AB01,Petzl,Vedro 30 litrov,,,,Novo vedro 30L,,,,
S001AA01,Petzl,Vedro 30 litrov,,,,Novo vedro 30L,,,,
S001CA01,Petzl,Vedro 30 litrov,,,,Novo vedro 30L,,,,
S001BA00,Petzl,Vedro 15 litrov,,,,Novo Petzl vedro - 15 litrov,,,,
S001AA00,Petzl,Vedro 15 litrov,,,,Novo Petzl vedro - 15 litrov,,,,
S001CA00,Petzl,Vedro 15 litrov,,,,Novo Petzl vedro - 15 litrov,,,,
L50-60,Petzl,"Petzl Jane, dinamična vrvna zanka",,,,Dinamična vrvica 60-150 cm,,,,
L50-150,Petzl,"Petzl Jane, dinamična vrvna zanka",,,,Dinamična vrvica 60-150 cm,,,,
L50-100,Petzl,"Petzl Jane, dinamična vrvna zanka",,,,Dinamična vrvica 60-150 cm,,,,
C07120,Petzl,ST` Anneau Dyneema zanka,,,,Loop in Dyneema (3 dolžine),,,,
C0760,Petzl,ST` Anneau Dyneema zanka,,,,Loop in Dyneema (3 dolžine),,,,
C0724,Petzl,ST` Anneau Dyneema zanka,,,,Loop in Dyneema (3 dolžine),,,,
G200AA00,Petzl,Žična zanka,,,,Žična vrvica z dvema očesoma za sidrne točke,,,,
G200AA01,Petzl,Žična zanka,,,,Žična vrvica z dvema očesoma za sidrne točke,,,,
G200AA02,Petzl,Žična zanka,,,,Žična vrvica z dvema očesoma za sidrne točke,,,,
G200AA03,Petzl,Žična zanka,,,,Žična vrvica z dvema očesoma za sidrne točke,,,,
G200AA04,Petzl,Žična zanka,,,,Žična vrvica z dvema očesoma za sidrne točke,,,,
K53_S,Petzl,CORDEX PLUS,,,,Ojačane plezalne rokavice iz kozjega usnja,,,,
K53_M,Petzl,CORDEX PLUS,,,,Ojačane plezalne rokavice iz kozjega usnja,,,,
K53_L,Petzl,CORDEX PLUS,,,,Ojačane plezalne rokavice iz kozjega usnja,,,,
K53_XL,Petzl,CORDEX PLUS,,,,Ojačane plezalne rokavice iz kozjega usnja,,,,
P63S,Petzl,PAW,,,,Plošča za vrvje iz aluminija visoke trdnosti v 3 velikostih,,,,
P63M,Petzl,PAW,,,,Plošča za vrvje iz aluminija visoke trdnosti v 3 velikostih,,,,
P63L,Petzl,PAW,,,,Plošča za vrvje iz aluminija visoke trdnosti v 3 velikostih,,,,
G004AA00,Petzl,Petzl NAJA,,,,Nova NAJA iz Petzla,,,,
G004BA00,Petzl,Petzl NAJA,,,,Nova NAJA iz Petzla,,,,
G004BA01,Petzl,Petzl NAJA,,,,Nova NAJA iz Petzla,,,,
G004CA00,Petzl,Petzl NAJA,,,,Nova NAJA iz Petzla,,,,
P11-8,Petzl,Petzl- Delta Link (Maillon),,,,"Petzl Delta Link iz jekla, dve velikosti.",,,,
P11,Petzl,Petzl- Delta Link (Maillon),,,,"Petzl Delta Link iz jekla, dve velikosti.",,,,
P11-8BN,Petzl,Petzl- Delta Link (Maillon),,,,"Petzl Delta Link iz jekla, dve velikosti.",,,,
C038AA00,Petzl,Falcon,,,,Lahek pas za pritrditev na npr. sadna ali okrasna drevesa.,,,,
C038AA01,Petzl,Falcon,,,,Lahek pas za pritrditev na npr. sadna ali okrasna drevesa.,,,,
C038AA02,Petzl,Falcon,,,,Lahek pas za pritrditev na npr. sadna ali okrasna drevesa.,,,,
C069CA_00,Petzl,Petzl - Dodatni most,,,,Rezervni most za Petzl Sequoia in Sequoia SRT 2019 Tri dolžine.,,,,
C069CA_01,Petzl,Petzl - Dodatni most,,,,Rezervni most za Petzl Sequoia in Sequoia SRT 2019 Tri dolžine.,,,,
C069CA_02,Petzl,Petzl - Dodatni most,,,,Rezervni most za Petzl Sequoia in Sequoia SRT 2019 Tri dolžine.,,,,
C69F-25,Petzl,Nadomestni most za Sequoia,,,,Priključni most za Sequoia standard in SRT.,,,,
C69F-30,Petzl,Nadomestni most za Sequoia,,,,Priključni most za Sequoia standard in SRT.,,,,
C69F-35,Petzl,Nadomestni most za Sequoia,,,,Priključni most za Sequoia standard in SRT.,,,,
C069CA00,Petzl,Nadomestni most za Sequoia 2019,,,,"Nastavek za Sequoia 2019, na voljo v treh dolžinah.",,,,
C069CA01,Petzl,Nadomestni most za Sequoia 2019,,,,"Nastavek za Sequoia 2019, na voljo v treh dolžinah.",,,,
C069CA02,Petzl,Nadomestni most za Sequoia 2019,,,,"Nastavek za Sequoia 2019, na voljo v treh dolžinah.",,,,
C069AA00,Petzl,Petzl Sequoia,,,,Nova posodobljena Petzl Sequoia z več novimi funkcijami in izboljšavami.,,,,
C069AA01,Petzl,Petzl Sequoia,,,,Nova posodobljena Petzl Sequoia z več novimi funkcijami in izboljšavami.,,,,
C069AA02,Petzl,Petzl Sequoia,,,,Nova posodobljena Petzl Sequoia z več novimi funkcijami in izboljšavami.,,,,
C069BA00,Petzl,Petzl Sequoia SRT,,,,Sedežni pas za nego dreves za tehnike vzpenjanja po eni vrvi,,,,
C069BA01,Petzl,Petzl Sequoia SRT,,,,Sedežni pas za nego dreves za tehnike vzpenjanja po eni vrvi,,,,
C069BA02,Petzl,Petzl Sequoia SRT,,,,Sedežni pas za nego dreves za tehnike vzpenjanja po eni vrvi,,,,
S02Y-250,Petzl,Petzl Jet vreča za metanje,,,,Vzdržljiva vreča z dvoslojno sestavo,,,,
S02Y-300,Petzl,Petzl Jet vreča za metanje,,,,Vzdržljiva vreča z dvoslojno sestavo,,,,
S02Y-350,Petzl,Petzl Jet vreča za metanje,,,,Vzdržljiva vreča z dvoslojno sestavo,,,,
C041AA00,Petzl,Axess hitra nosilna zanka,,,,Quick Draw zanke v 12 ali 17 cm,,,,
C041AA01,Petzl,Axess hitra nosilna zanka,,,,Quick Draw zanke v 12 ali 17 cm,,,,
L052AA03,Petzl,Petzl Grillon 10 metrov,,,,Petzl Grillon 5 ali 10 metrov. Druge dolžine po naročilu.,,,,
L052AA04,Petzl,Petzl Grillon 10 metrov,,,,Petzl Grillon 5 ali 10 metrov. Druge dolžine po naročilu.,,,,
G002AA01,Petzl,STRAP za Petzl EJECT,,,,Rezervni pas za Petzl EJECT,,,,
G002AA00,Petzl,STRAP za Petzl EJECT,,,,Rezervni pas za Petzl EJECT,,,,
G040AA00,Petzl,Petzl TREESBEE,,,,Kambijev hranilnik z jeklenimi obroči. Vključno z retreiverjem,,,,
G040AA01,Petzl,Petzl TREESBEE,,,,Kambijev hranilnik z jeklenimi obroči. Vključno z retreiverjem,,,,
A015BA00,Petzl,Eye Shield vizir,,,,Vizir za novi Vertex Vent. Primeren tudi za čelade Stratos.,,,,
